time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-13 00:00:00+00:00,9,5,8.0,2.0
2025-05-14 00:00:00+00:00,10,6,3.0,3.0
2025-05-15 00:00:00+00:00,2,2,18.0,2.0
2025-05-16 00:00:00+00:00,7,3,,
2025-05-17 00:00:00+00:00,3,2,,
2025-05-18 00:00:00+00:00,8,4,,
2025-05-19 00:00:00+00:00,7,3,3.0,3.0
2025-05-20 00:00:00+00:00,4,3,1.0,1.0
2025-05-21 00:00:00+00:00,3,2,,
2025-05-22 00:00:00+00:00,7,3,,
2025-05-23 00:00:00+00:00,8,5,2.0,2.0
2025-05-24 00:00:00+00:00,6,3,,
2025-05-25 00:00:00+00:00,3,2,,
2025-05-26 00:00:00+00:00,4,3,8.0,1.0
