time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-29 00:00:00+00:00,6,5,,
2025-06-30 00:00:00+00:00,3,2,2.0,2.0
2025-07-01 00:00:00+00:00,7,6,2.0,2.0
2025-07-02 00:00:00+00:00,1,1,2.0,2.0
2025-07-03 00:00:00+00:00,7,6,2.0,2.0
2025-07-04 00:00:00+00:00,8,7,1.0,1.0
2025-07-05 00:00:00+00:00,7,6,,
2025-07-06 00:00:00+00:00,9,7,,
2025-07-07 00:00:00+00:00,1,1,7.0,3.0
2025-07-08 00:00:00+00:00,3,3,7.0,2.0
2025-07-09 00:00:00+00:00,7,6,,
2025-07-10 00:00:00+00:00,7,6,1.0,1.0
2025-07-11 00:00:00+00:00,6,5,,
2025-07-12 00:00:00+00:00,3,2,1.0,1.0
