time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-02 00:00:00+00:00,9,4,0,0
2026-08-03 00:00:00+00:00,13,6,1,1
2026-08-04 00:00:00+00:00,16,6,2,2
2026-08-05 00:00:00+00:00,26,12,9,9
2026-08-06 00:00:00+00:00,8,4,15,2
2026-08-07 00:00:00+00:00,9,4,2,2
2026-08-08 00:00:00+00:00,3,3,1,1
2026-08-09 00:00:00+00:00,1,1,2,2
2026-08-10 00:00:00+00:00,20,15,1,1
2026-08-11 00:00:00+00:00,8,4,2,2
2026-08-12 00:00:00+00:00,9,4,7,7
2026-08-13 00:00:00+00:00,3,3,2,2
2026-08-14 00:00:00+00:00,2,2,0,0
2026-08-15 00:00:00+00:00,60,60,0,0
