time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-27 00:00:00+00:00,2,2,26.0,3.0
2023-09-28 00:00:00+00:00,2,2,1.0,1.0
2023-09-29 00:00:00+00:00,15,4,2.0,2.0
2023-09-30 00:00:00+00:00,7,3,2.0,2.0
2023-10-01 00:00:00+00:00,2,2,,
2023-10-02 00:00:00+00:00,17,6,19.0,2.0
2023-10-03 00:00:00+00:00,2,2,10.0,3.0
2023-10-04 00:00:00+00:00,2,2,2.0,2.0
2023-10-05 00:00:00+00:00,3,3,21.0,2.0
2023-10-06 00:00:00+00:00,5,3,,
2023-10-07 00:00:00+00:00,3,3,,
2023-10-08 00:00:00+00:00,5,4,,
2023-10-09 00:00:00+00:00,35,9,,
2023-10-10 00:00:00+00:00,2,2,1.0,1.0
