time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-14 00:00:00+00:00,30,7,1,1
2026-04-15 00:00:00+00:00,34,11,0,0
2026-04-16 00:00:00+00:00,9,4,0,0
2026-04-17 00:00:00+00:00,29,8,2,2
2026-04-18 00:00:00+00:00,29,8,4,4
2026-04-19 00:00:00+00:00,29,13,2,1
2026-04-20 00:00:00+00:00,35,17,6,3
2026-04-21 00:00:00+00:00,78,32,3,3
2026-04-22 00:00:00+00:00,76,24,6,1
2026-04-23 00:00:00+00:00,72,25,0,0
2026-04-24 00:00:00+00:00,71,24,3,3
2026-04-25 00:00:00+00:00,64,25,1,1
2026-04-26 00:00:00+00:00,26,9,1,1
2026-04-27 00:00:00+00:00,27,9,4,4
