time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-27 00:00:00+00:00,15,6,0,0
2026-06-28 00:00:00+00:00,15,6,1,1
2026-06-29 00:00:00+00:00,9,4,0,0
2026-06-30 00:00:00+00:00,8,3,1,1
2026-07-01 00:00:00+00:00,11,5,1,1
2026-07-02 00:00:00+00:00,21,11,2,2
2026-07-03 00:00:00+00:00,10,5,0,0
2026-07-04 00:00:00+00:00,15,6,0,0
2026-07-05 00:00:00+00:00,8,3,1,1
2026-07-06 00:00:00+00:00,8,3,1,1
2026-07-07 00:00:00+00:00,16,6,2,2
2026-07-08 00:00:00+00:00,16,7,1,1
2026-07-09 00:00:00+00:00,14,6,2,2
2026-07-10 00:00:00+00:00,2,2,2,1
