time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-31 00:00:00+00:00,1.0,1.0,,
2023-01-01 00:00:00+00:00,,,2.0,1.0
2023-01-03 00:00:00+00:00,6.0,3.0,12.0,2.0
2023-01-04 00:00:00+00:00,2.0,1.0,5.0,2.0
2023-01-05 00:00:00+00:00,2.0,1.0,,
2023-01-06 00:00:00+00:00,2.0,1.0,7.0,1.0
2023-01-07 00:00:00+00:00,,,1.0,1.0
2023-01-08 00:00:00+00:00,,,1.0,1.0
2023-01-10 00:00:00+00:00,1.0,1.0,,
2023-01-11 00:00:00+00:00,9.0,7.0,14.0,7.0
2023-01-12 00:00:00+00:00,2.0,2.0,18.0,4.0
2023-01-13 00:00:00+00:00,,,22.0,6.0
