time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-07 00:00:00+00:00,2.0,2.0,14.0,2.0
2024-03-08 00:00:00+00:00,2.0,2.0,19.0,1.0
2024-03-09 00:00:00+00:00,1.0,1.0,,
2024-03-10 00:00:00+00:00,1.0,1.0,,
2024-03-11 00:00:00+00:00,2.0,2.0,3.0,3.0
2024-03-12 00:00:00+00:00,1.0,1.0,2.0,2.0
2024-03-13 00:00:00+00:00,1.0,1.0,66.0,5.0
2024-03-14 00:00:00+00:00,2.0,2.0,2.0,1.0
2024-03-15 00:00:00+00:00,2.0,2.0,12.0,2.0
2024-03-16 00:00:00+00:00,1.0,1.0,,
2024-03-17 00:00:00+00:00,1.0,1.0,1.0,1.0
2024-03-18 00:00:00+00:00,2.0,2.0,79.0,3.0
2024-03-19 00:00:00+00:00,1.0,1.0,,
2024-03-20 00:00:00+00:00,,,30.0,1.0
